scenario,scenario_label_nonideal,a_e,a_r,w_cost_nonideal,w_time_nonideal,w_emission_nonideal,x_elevator_mt_nonideal,x_rocket_mt_nonideal,rocket_launches_nonideal,time_year_nonideal,cost_trillion_usd_nonideal,emission_billion_tco2_nonideal,objective_value_nonideal,d_cost_plus_nonideal,d_time_plus_nonideal,d_emission_plus_nonideal,scenario_label_ideal,w_cost_ideal,w_time_ideal,w_emission_ideal,x_elevator_mt_ideal,x_rocket_mt_ideal,rocket_launches_ideal,time_year_ideal,cost_trillion_usd_ideal,emission_billion_tco2_ideal,objective_value_ideal,d_cost_plus_ideal,d_time_plus_ideal,d_emission_plus_ideal,elevator_share,rocket_share,cost_vs_rocket_only,time_vs_target,emission_vs_rocket_only,x_elevator_mt_delta,x_elevator_mt_change_rate,x_rocket_mt_delta,x_rocket_mt_change_rate,rocket_launches_delta,rocket_launches_change_rate,time_year_delta,time_year_change_rate,cost_trillion_usd_delta,cost_trillion_usd_change_rate,emission_billion_tco2_delta,emission_billion_tco2_change_rate,objective_value_delta,objective_value_change_rate
cost_schedule_priority,Cost + Schedule Priority,0.9,0.98,0.45,0.4,0.15,24.164905000000005,75.835095,619062,49.99980343471964,112.60952649999999,0.8724203124000002,0.06810507810000005,0.0,0.0,0.2724203124000002,Cost + Schedule Priority,0.45,0.4,0.15,26.850000000000023,73.14999999999998,585200,50.0,106.85059999999984,0.8410479999999989,0.0602619999999997,0.0,0.0,0.2410479999999988,0.2685000000000002,0.7314999999999998,0.7503553370786504,1.0,0.8410479999999989,-2.685095000000018,-0.10000353817504715,2.685095000000018,0.03670669856459356,33862.0,0.05786397812713602,-0.00019656528036193777,-3.931305607238755e-06,5.758926500000143,0.053896997302777444,0.03137231240000127,0.03730145294917925,0.007843078100000352,0.13014964820285405
environment_priority,Environment Priority,0.9,0.98,0.1,0.05,0.85,68.6484525,31.3515475,255931,142.04107697082557,52.42056325,0.5999994362000001,0.09204107697082557,0.0,92.04107697082557,0.0,Environment Priority,0.1,0.05,0.85,67.56762499999986,32.432375000000135,259459,125.82425512104284,52.94046449999998,0.5999996599999997,0.0758242551210428,0.0,75.82425512104284,0.0,0.6756762499999986,0.3243237500000013,0.3717729248595504,2.516485102420857,0.5999996599999997,1.0808275000001402,0.015996233403203712,-1.0808275000001366,-0.03332557359737399,-3528.0,-0.01359752407894889,16.216821849782733,0.128884703781335,-0.5199012499999824,-0.009820489013653868,-2.237999996435036e-07,-3.7300021077262564e-07,0.016216821849782778,0.21387380362517106
balanced,Balanced,0.9,0.98,0.3,0.25,0.45,24.165027500000008,75.83497249999999,619061,50.000056900475904,112.60936075,0.8724195622,0.20431495615237957,0.0,5.690047590434233e-05,0.2724195622000001,Balanced,0.3,0.25,0.45,26.84999999999988,73.15000000000012,585200,50.0,106.85059999999989,0.8410479999999992,0.1807859999999994,0.0,0.0,0.2410479999999992,0.2684999999999988,0.7315000000000011,0.7503553370786508,1.0,0.8410479999999992,-2.6849724999998728,-0.09999897579142959,2.6849724999998728,0.03670502392344318,33861.0,0.05786226930963773,5.690047590434233e-05,1.1380095180868467e-06,5.758760750000107,0.05389544607143164,0.03137156220000081,0.03730056096679481,0.02352895615238018,0.13014810965661203
