scenario,scenario_label,T,w_cost,w_time,w_env,x_elevator_mt,x_rocket_mt,rocket_launches,cost_trillion_usd,physical_emission_billion_tco2,environment_damage_billion,direct_site_environment_billion,nonlinear_environment_billion,objective_value,d_cost_plus,d_time_plus,d_environment_plus,lambda_cost,lambda_emission,beta_pressure,a_e,a_r
environment_priority,Environment Priority,78,0.1,0.05,0.85,37.697234999999985,62.30276500000001,508594,75.85452768889061,0.7078522015175295,0.7397778408955704,0.49377270114297567,0.09220042095259481,0.20001860793539145,0.0,3.0,0.13977784089557044,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,79,0.1,0.05,0.85,38.18049749999999,61.8195025,504649,75.04768081279936,0.7041438328725598,0.7344928394204923,0.4883928172593839,0.09032359236110846,0.19319818917903075,0.0,4.0,0.13449283942049228,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,80,0.1,0.05,0.85,38.6638825,61.33611749999999,500703,74.07373657617978,0.6996944147441125,0.7303269556702923,0.48277670802818956,0.08980160704210272,0.18796318719958074,0.0,5.0,0.1303269556702923,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,81,0.1,0.05,0.85,39.14714500000001,60.852855,496758,73.57035335343105,0.6973914291289368,0.7269131604688628,0.47867559996279885,0.08851720890606381,0.18379364399755566,0.0,6.0,0.1269131604688628,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,82,0.1,0.05,0.85,39.630407500000004,60.369592499999996,492813,72.77350171246229,0.6937247233754954,0.7217510278050178,0.47336570143678075,0.08669326376823705,0.1771472893904419,0.0,7.0,0.12175102780501779,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,83,0.1,0.05,0.85,40.113670000000006,59.886329999999994,488868,71.97854622196111,0.6900649337681598,0.7166872680525692,0.4680888880129522,0.08493460643961707,0.17064029640780642,0.0,8.0,0.11668726805256924,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,84,0.1,0.05,0.85,40.597055,59.402945,484922,71.48273497820728,0.6877974555321376,0.7133760261611016,0.464071840095388,0.08366820166571363,0.1666160370615607,0.0,9.0,0.11337602616110165,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,85,0.1,0.05,0.85,41.08031749999999,58.91968250000001,480977,70.53516774722998,0.6834585764368027,0.7093410268486352,0.4585506155125176,0.08318271593611772,0.16156645470223321,0.0,10.0,0.10934102684863523,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,86,0.1,0.05,0.85,41.56370249999999,58.4362975,477031,69.74953727456153,0.6798377452253869,0.7044009475745726,0.45333356123525986,0.08148748013931274,0.15523467573064456,0.0,11.0,0.10440094757457263,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,87,0.1,0.05,0.85,42.046964999999986,57.953035,473086,69.26367883546618,0.6776174377977535,0.7011701190255313,0.44939908627834774,0.08021941554718362,0.15132433528616934,0.0,12.0,0.1011701190255313,0.005,0.003,2.5e-11,0.9,0.98
environment_priority,Environment Priority,88,0.1,0.05,0.85,42.53022750000001,57.4697725,469141,68.4821584293429,0.6740140428444167,0.6963415855702648,0.44422304724473766,0.07859521012552721,0.1451505795578752,0.0,13.0,0.09634158557026484,0.005,0.003,2.5e-11,0.9,0.98
