scenario,scenario_label,T,site,year,rocket_launches,pressure,site_sensitivity,site_sensitivity_norm
balanced,Balanced,79,Alaska,14,1101,1991.6611328125,3.5,0.875
balanced,Balanced,79,Alaska,15,1205,2200.83056640625,3.5,0.875
balanced,Balanced,79,Alaska,16,0,1100.415283203125,3.5,0.875
balanced,Balanced,79,Alaska,17,0,550.2076416015625,3.5,0.875
balanced,Balanced,79,Alaska,18,289,564.1038208007812,3.5,0.875
balanced,Balanced,79,Alaska,19,495,777.0519104003906,3.5,0.875
balanced,Balanced,79,Alaska,20,648,1036.5259552001953,3.5,0.875
balanced,Balanced,79,Alaska,21,776,1294.2629776000977,3.5,0.875
balanced,Balanced,79,Alaska,22,890,1537.1314888000488,3.5,0.875
balanced,Balanced,79,Alaska,23,998,1766.5657444000244,3.5,0.875
balanced,Balanced,79,Alaska,24,1102,1985.2828722000122,3.5,0.875
balanced,Balanced,79,Alaska,25,1203,2195.641436100006,3.5,0.875
balanced,Balanced,79,Alaska,26,1304,2401.820718050003,3.5,0.875
balanced,Balanced,79,Alaska,27,1404,2604.9103590250015,3.5,0.875
balanced,Balanced,79,Alaska,28,1503,2805.4551795125008,3.5,0.875
balanced,Balanced,79,Alaska,29,1602,3004.7275897562504,3.5,0.875
balanced,Balanced,79,Alaska,30,1700,3202.363794878125,3.5,0.875
balanced,Balanced,79,Alaska,31,1798,3399.1818974390626,3.5,0.875
balanced,Balanced,79,Alaska,32,1896,3595.5909487195313,3.5,0.875
balanced,Balanced,79,Alaska,33,1993,3790.7954743597656,3.5,0.875
balanced,Balanced,79,Alaska,34,2090,3985.397737179883,3.5,0.875
balanced,Balanced,79,Alaska,35,2186,4178.698868589941,3.5,0.875
balanced,Balanced,79,Alaska,36,2282,4371.349434294971,3.5,0.875
balanced,Balanced,79,Alaska,37,2377,4562.674717147485,3.5,0.875
balanced,Balanced,79,Alaska,38,2473,4754.337358573743,3.5,0.875
balanced,Balanced,79,Alaska,39,2568,4945.168679286871,3.5,0.875
balanced,Balanced,79,Alaska,40,2662,5134.584339643436,3.5,0.875
balanced,Balanced,79,Alaska,41,2756,5323.292169821718,3.5,0.875
balanced,Balanced,79,Alaska,42,2850,5511.646084910859,3.5,0.875
balanced,Balanced,79,Alaska,43,2943,5698.8230424554295,3.5,0.875
balanced,Balanced,79,Alaska,44,3036,5885.411521227715,3.5,0.875
balanced,Balanced,79,Alaska,45,3129,6071.705760613857,3.5,0.875
balanced,Balanced,79,Alaska,46,3221,6256.8528803069285,3.5,0.875
balanced,Balanced,79,Alaska,47,3313,6441.426440153464,3.5,0.875
balanced,Balanced,79,Alaska,48,3404,6624.713220076732,3.5,0.875
balanced,Balanced,79,Alaska,49,3496,6808.356610038366,3.5,0.875
balanced,Balanced,79,Alaska,50,3586,6990.1783050191825,3.5,0.875
balanced,Balanced,79,Alaska,51,3677,7172.089152509591,3.5,0.875
balanced,Balanced,79,Alaska,52,3767,7353.044576254795,3.5,0.875
balanced,Balanced,79,Alaska,53,3857,7533.522288127398,3.5,0.875
balanced,Balanced,79,Alaska,54,3946,7712.761144063699,3.5,0.875
balanced,Balanced,79,Alaska,55,4035,7891.38057203185,3.5,0.875
balanced,Balanced,79,Alaska,56,0,3945.690286015925,3.5,0.875
balanced,Balanced,79,Alaska,57,0,1972.8451430079624,3.5,0.875
balanced,Balanced,79,Alaska,58,434,1420.422571503981,3.5,0.875
balanced,Balanced,79,Alaska,59,891,1601.2112857519905,3.5,0.875
balanced,Balanced,79,Alaska,60,1163,1963.6056428759953,3.5,0.875
balanced,Balanced,79,Alaska,61,1343,2324.8028214379974,3.5,0.875
balanced,Balanced,79,Alaska,62,1476,2638.4014107189987,3.5,0.875
balanced,Balanced,79,Alaska,63,1585,2904.2007053594994,3.5,0.875
balanced,Balanced,79,Alaska,64,1683,3135.1003526797494,3.5,0.875
balanced,Balanced,79,Alaska,65,1774,3341.5501763398747,3.5,0.875
balanced,Balanced,79,Alaska,66,1862,3532.7750881699376,3.5,0.875
balanced,Balanced,79,Alaska,67,1949,3715.387544084969,3.5,0.875
balanced,Balanced,79,Alaska,68,2034,3891.6937720424844,3.5,0.875
balanced,Balanced,79,Alaska,69,2118,4063.8468860212424,3.5,0.875
balanced,Balanced,79,Alaska,70,2203,4234.923443010621,3.5,0.875
balanced,Balanced,79,Alaska,71,2286,4403.46172150531,3.5,0.875
balanced,Balanced,79,Alaska,72,2370,4571.730860752656,3.5,0.875
balanced,Balanced,79,Alaska,73,2453,4738.865430376328,3.5,0.875
balanced,Balanced,79,Alaska,74,2535,4904.432715188164,3.5,0.875
balanced,Balanced,79,Alaska,75,2618,5070.216357594082,3.5,0.875
balanced,Balanced,79,Alaska,76,2700,5235.108178797042,3.5,0.875
balanced,Balanced,79,Alaska,77,2781,5398.554089398521,3.5,0.875
balanced,Balanced,79,Alaska,78,2863,5562.27704469926,3.5,0.875
balanced,Balanced,79,Alaska,79,2944,5725.13852234963,3.5,0.875
balanced,Balanced,79,California,38,64,64.0,4.0,1.0
balanced,Balanced,79,California,39,150,183.70666666666665,4.0,1.0
balanced,Balanced,79,California,40,236,332.7521777777778,4.0,1.0
balanced,Balanced,79,California,41,321,496.24948029629627,4.0,1.0
balanced,Balanced,79,California,42,406,667.3580596227159,4.0,1.0
balanced,Balanced,79,California,43,491,842.4752447346303,4.0,1.0
balanced,Balanced,79,California,44,575,1018.7036288935719,4.0,1.0
balanced,Balanced,79,California,45,659,1195.5172445506146,4.0,1.0
balanced,Balanced,79,California,46,743,1372.6390821299901,4.0,1.0
balanced,Balanced,79,California,47,826,1548.9232499217946,4.0,1.0
balanced,Balanced,79,California,48,909,1724.7662449588117,4.0,1.0
balanced,Balanced,79,California,49,992,1900.3768890116407,4.0,1.0
balanced,Balanced,79,California,50,1074,2074.865161546131,4.0,1.0
balanced,Balanced,79,California,51,1157,2249.7623184142954,4.0,1.0
balanced,Balanced,79,California,52,1238,2422.874821031529,4.0,1.0
balanced,Balanced,79,California,53,1320,2596.047405743272,4.0,1.0
balanced,Balanced,79,California,54,1401,2768.2516336914564,4.0,1.0
balanced,Balanced,79,California,55,1482,2939.9458604108336,4.0,1.0
balanced,Balanced,79,California,56,0,1548.3714864830388,4.0,1.0
balanced,Balanced,79,California,57,0,815.4756495477337,4.0,1.0
balanced,Balanced,79,California,58,0,429.4838420951397,4.0,1.0
balanced,Balanced,79,California,59,0,226.19482350344023,4.0,1.0
balanced,Balanced,79,California,60,0,119.12927371181185,4.0,1.0
balanced,Balanced,79,California,61,0,62.741417488220904,4.0,1.0
balanced,Balanced,79,California,62,0,33.04381321046301,4.0,1.0
balanced,Balanced,79,California,63,0,17.403074957510515,4.0,1.0
balanced,Balanced,79,California,64,0,9.165619477622204,4.0,1.0
balanced,Balanced,79,California,65,0,4.827226258214361,4.0,1.0
balanced,Balanced,79,California,66,0,2.542339162659563,4.0,1.0
balanced,Balanced,79,California,67,0,1.3389652923340363,4.0,1.0
balanced,Balanced,79,California,68,0,0.7051883872959257,4.0,1.0
balanced,Balanced,79,California,69,0,0.3713992173091875,4.0,1.0
balanced,Balanced,79,California,70,22,22.195603587782838,4.0,1.0
balanced,Balanced,79,California,71,98,109.6896845562323,4.0,1.0
balanced,Balanced,79,California,72,173,230.769900532949,4.0,1.0
balanced,Balanced,79,California,73,249,370.53881428068644,4.0,1.0
balanced,Balanced,79,California,74,324,519.1504421878282,4.0,1.0
balanced,Balanced,79,California,75,399,672.4192328855895,4.0,1.0
balanced,Balanced,79,California,76,473,827.1407959864105,4.0,1.0
balanced,Balanced,79,California,77,548,983.6274858861761,4.0,1.0
balanced,Balanced,79,California,78,622,1140.0438092333861,4.0,1.0
balanced,Balanced,79,California,79,695,1295.4230728629168,4.0,1.0
balanced,Balanced,79,Florida,38,64,64.0,4.0,1.0
balanced,Balanced,79,Florida,39,150,183.70666666666665,4.0,1.0
balanced,Balanced,79,Florida,40,236,332.7521777777778,4.0,1.0
balanced,Balanced,79,Florida,41,321,496.24948029629627,4.0,1.0
balanced,Balanced,79,Florida,42,406,667.3580596227159,4.0,1.0
balanced,Balanced,79,Florida,43,491,842.4752447346303,4.0,1.0
balanced,Balanced,79,Florida,44,575,1018.7036288935719,4.0,1.0
balanced,Balanced,79,Florida,45,659,1195.5172445506146,4.0,1.0
balanced,Balanced,79,Florida,46,743,1372.6390821299901,4.0,1.0
balanced,Balanced,79,Florida,47,826,1548.9232499217946,4.0,1.0
balanced,Balanced,79,Florida,48,909,1724.7662449588117,4.0,1.0
balanced,Balanced,79,Florida,49,992,1900.3768890116407,4.0,1.0
balanced,Balanced,79,Florida,50,1074,2074.865161546131,4.0,1.0
balanced,Balanced,79,Florida,51,1157,2249.7623184142954,4.0,1.0
balanced,Balanced,79,Florida,52,1238,2422.874821031529,4.0,1.0
balanced,Balanced,79,Florida,53,1320,2596.047405743272,4.0,1.0
balanced,Balanced,79,Florida,54,1401,2768.2516336914564,4.0,1.0
balanced,Balanced,79,Florida,55,1482,2939.9458604108336,4.0,1.0
balanced,Balanced,79,Florida,56,0,1548.3714864830388,4.0,1.0
balanced,Balanced,79,Florida,57,0,815.4756495477337,4.0,1.0
balanced,Balanced,79,Florida,58,0,429.4838420951397,4.0,1.0
balanced,Balanced,79,Florida,59,0,226.19482350344023,4.0,1.0
balanced,Balanced,79,Florida,60,0,119.12927371181185,4.0,1.0
balanced,Balanced,79,Florida,61,0,62.741417488220904,4.0,1.0
balanced,Balanced,79,Florida,62,0,33.04381321046301,4.0,1.0
balanced,Balanced,79,Florida,63,0,17.403074957510515,4.0,1.0
balanced,Balanced,79,Florida,64,0,9.165619477622204,4.0,1.0
balanced,Balanced,79,Florida,65,0,4.827226258214361,4.0,1.0
balanced,Balanced,79,Florida,66,0,2.542339162659563,4.0,1.0
balanced,Balanced,79,Florida,67,0,1.3389652923340363,4.0,1.0
balanced,Balanced,79,Florida,68,0,0.7051883872959257,4.0,1.0
balanced,Balanced,79,Florida,69,0,0.3713992173091875,4.0,1.0
balanced,Balanced,79,Florida,70,22,22.195603587782838,4.0,1.0
balanced,Balanced,79,Florida,71,98,109.6896845562323,4.0,1.0
balanced,Balanced,79,Florida,72,173,230.769900532949,4.0,1.0
balanced,Balanced,79,Florida,73,249,370.53881428068644,4.0,1.0
balanced,Balanced,79,Florida,74,324,519.1504421878282,4.0,1.0
balanced,Balanced,79,Florida,75,399,672.4192328855895,4.0,1.0
balanced,Balanced,79,Florida,76,473,827.1407959864105,4.0,1.0
balanced,Balanced,79,Florida,77,548,983.6274858861761,4.0,1.0
balanced,Balanced,79,Florida,78,622,1140.0438092333861,4.0,1.0
balanced,Balanced,79,Florida,79,695,1295.4230728629168,4.0,1.0
balanced,Balanced,79,Virginia,38,64,64.0,4.0,1.0
balanced,Balanced,79,Virginia,39,150,183.70666666666665,4.0,1.0
balanced,Balanced,79,Virginia,40,236,332.7521777777778,4.0,1.0
balanced,Balanced,79,Virginia,41,321,496.24948029629627,4.0,1.0
balanced,Balanced,79,Virginia,42,406,667.3580596227159,4.0,1.0
balanced,Balanced,79,Virginia,43,491,842.4752447346303,4.0,1.0
balanced,Balanced,79,Virginia,44,575,1018.7036288935719,4.0,1.0
balanced,Balanced,79,Virginia,45,659,1195.5172445506146,4.0,1.0
balanced,Balanced,79,Virginia,46,743,1372.6390821299901,4.0,1.0
balanced,Balanced,79,Virginia,47,826,1548.9232499217946,4.0,1.0
balanced,Balanced,79,Virginia,48,909,1724.7662449588117,4.0,1.0
balanced,Balanced,79,Virginia,49,992,1900.3768890116407,4.0,1.0
balanced,Balanced,79,Virginia,50,1074,2074.865161546131,4.0,1.0
balanced,Balanced,79,Virginia,51,1157,2249.7623184142954,4.0,1.0
balanced,Balanced,79,Virginia,52,1238,2422.874821031529,4.0,1.0
balanced,Balanced,79,Virginia,53,1320,2596.047405743272,4.0,1.0
balanced,Balanced,79,Virginia,54,1401,2768.2516336914564,4.0,1.0
balanced,Balanced,79,Virginia,55,1482,2939.9458604108336,4.0,1.0
balanced,Balanced,79,Virginia,56,0,1548.3714864830388,4.0,1.0
balanced,Balanced,79,Virginia,57,0,815.4756495477337,4.0,1.0
balanced,Balanced,79,Virginia,58,0,429.4838420951397,4.0,1.0
balanced,Balanced,79,Virginia,59,0,226.19482350344023,4.0,1.0
balanced,Balanced,79,Virginia,60,0,119.12927371181185,4.0,1.0
balanced,Balanced,79,Virginia,61,0,62.741417488220904,4.0,1.0
balanced,Balanced,79,Virginia,62,0,33.04381321046301,4.0,1.0
balanced,Balanced,79,Virginia,63,0,17.403074957510515,4.0,1.0
balanced,Balanced,79,Virginia,64,0,9.165619477622204,4.0,1.0
balanced,Balanced,79,Virginia,65,0,4.827226258214361,4.0,1.0
balanced,Balanced,79,Virginia,66,0,2.542339162659563,4.0,1.0
balanced,Balanced,79,Virginia,67,0,1.3389652923340363,4.0,1.0
balanced,Balanced,79,Virginia,68,0,0.7051883872959257,4.0,1.0
balanced,Balanced,79,Virginia,69,0,0.3713992173091875,4.0,1.0
balanced,Balanced,79,Virginia,70,22,22.195603587782838,4.0,1.0
balanced,Balanced,79,Virginia,71,98,109.6896845562323,4.0,1.0
balanced,Balanced,79,Virginia,72,173,230.769900532949,4.0,1.0
balanced,Balanced,79,Virginia,73,249,370.53881428068644,4.0,1.0
balanced,Balanced,79,Virginia,74,324,519.1504421878282,4.0,1.0
balanced,Balanced,79,Virginia,75,399,672.4192328855895,4.0,1.0
balanced,Balanced,79,Virginia,76,473,827.1407959864105,4.0,1.0
balanced,Balanced,79,Virginia,77,548,983.6274858861761,4.0,1.0
balanced,Balanced,79,Virginia,78,622,1140.0438092333861,4.0,1.0
balanced,Balanced,79,Virginia,79,695,1295.4230728629168,4.0,1.0
balanced,Balanced,79,French Guiana,4,35,35.0,3.5,0.875
balanced,Balanced,79,French Guiana,5,143,160.5,3.5,0.875
balanced,Balanced,79,French Guiana,6,251,331.25,3.5,0.875
balanced,Balanced,79,French Guiana,7,359,524.625,3.5,0.875
balanced,Balanced,79,French Guiana,8,466,728.3125,3.5,0.875
balanced,Balanced,79,French Guiana,9,573,937.15625,3.5,0.875
balanced,Balanced,79,French Guiana,10,680,1148.578125,3.5,0.875
balanced,Balanced,79,French Guiana,11,785,1359.2890625,3.5,0.875
balanced,Balanced,79,French Guiana,12,891,1570.64453125,3.5,0.875
balanced,Balanced,79,French Guiana,13,996,1781.322265625,3.5,0.875
balanced,Balanced,79,French Guiana,14,1101,1991.6611328125,3.5,0.875
balanced,Balanced,79,French Guiana,15,1205,2200.83056640625,3.5,0.875
balanced,Balanced,79,French Guiana,16,0,1100.415283203125,3.5,0.875
balanced,Balanced,79,French Guiana,17,0,550.2076416015625,3.5,0.875
balanced,Balanced,79,French Guiana,18,289,564.1038208007812,3.5,0.875
balanced,Balanced,79,French Guiana,19,495,777.0519104003906,3.5,0.875
balanced,Balanced,79,French Guiana,20,648,1036.5259552001953,3.5,0.875
balanced,Balanced,79,French Guiana,21,776,1294.2629776000977,3.5,0.875
balanced,Balanced,79,French Guiana,22,890,1537.1314888000488,3.5,0.875
balanced,Balanced,79,French Guiana,23,998,1766.5657444000244,3.5,0.875
balanced,Balanced,79,French Guiana,24,1102,1985.2828722000122,3.5,0.875
balanced,Balanced,79,French Guiana,25,1203,2195.641436100006,3.5,0.875
balanced,Balanced,79,French Guiana,26,1304,2401.820718050003,3.5,0.875
balanced,Balanced,79,French Guiana,27,1404,2604.9103590250015,3.5,0.875
balanced,Balanced,79,French Guiana,28,1503,2805.4551795125008,3.5,0.875
balanced,Balanced,79,French Guiana,29,1602,3004.7275897562504,3.5,0.875
balanced,Balanced,79,French Guiana,30,1700,3202.363794878125,3.5,0.875
balanced,Balanced,79,French Guiana,31,1798,3399.1818974390626,3.5,0.875
balanced,Balanced,79,French Guiana,32,1896,3595.5909487195313,3.5,0.875
balanced,Balanced,79,French Guiana,33,1993,3790.7954743597656,3.5,0.875
balanced,Balanced,79,French Guiana,34,2090,3985.397737179883,3.5,0.875
balanced,Balanced,79,French Guiana,35,2186,4178.698868589941,3.5,0.875
balanced,Balanced,79,French Guiana,36,2282,4371.349434294971,3.5,0.875
balanced,Balanced,79,French Guiana,37,2377,4562.674717147485,3.5,0.875
balanced,Balanced,79,French Guiana,38,2473,4754.337358573743,3.5,0.875
balanced,Balanced,79,French Guiana,39,2567,4944.168679286871,3.5,0.875
balanced,Balanced,79,French Guiana,40,2662,5134.084339643436,3.5,0.875
balanced,Balanced,79,French Guiana,41,2756,5323.042169821718,3.5,0.875
balanced,Balanced,79,French Guiana,42,2850,5511.521084910859,3.5,0.875
balanced,Balanced,79,French Guiana,43,2943,5698.7605424554295,3.5,0.875
balanced,Balanced,79,French Guiana,44,3036,5885.380271227715,3.5,0.875
balanced,Balanced,79,French Guiana,45,3129,6071.690135613857,3.5,0.875
balanced,Balanced,79,French Guiana,46,3221,6256.8450678069285,3.5,0.875
balanced,Balanced,79,French Guiana,47,3313,6441.422533903464,3.5,0.875
balanced,Balanced,79,French Guiana,48,3404,6624.711266951732,3.5,0.875
balanced,Balanced,79,French Guiana,49,3496,6808.355633475866,3.5,0.875
balanced,Balanced,79,French Guiana,50,3586,6990.1778167379325,3.5,0.875
balanced,Balanced,79,French Guiana,51,3677,7172.088908368966,3.5,0.875
balanced,Balanced,79,French Guiana,52,3767,7353.044454184483,3.5,0.875
balanced,Balanced,79,French Guiana,53,3857,7533.522227092241,3.5,0.875
balanced,Balanced,79,French Guiana,54,3946,7712.761113546121,3.5,0.875
balanced,Balanced,79,French Guiana,55,4035,7891.380556773061,3.5,0.875
balanced,Balanced,79,French Guiana,56,0,3945.6902783865303,3.5,0.875
balanced,Balanced,79,French Guiana,57,0,1972.8451391932651,3.5,0.875
balanced,Balanced,79,French Guiana,58,434,1420.4225695966325,3.5,0.875
balanced,Balanced,79,French Guiana,59,891,1601.2112847983162,3.5,0.875
balanced,Balanced,79,French Guiana,60,1163,1963.6056423991581,3.5,0.875
balanced,Balanced,79,French Guiana,61,1343,2324.802821199579,3.5,0.875
balanced,Balanced,79,French Guiana,62,1476,2638.4014105997894,3.5,0.875
balanced,Balanced,79,French Guiana,63,1585,2904.2007052998947,3.5,0.875
balanced,Balanced,79,French Guiana,64,1683,3135.100352649947,3.5,0.875
balanced,Balanced,79,French Guiana,65,1774,3341.5501763249736,3.5,0.875
balanced,Balanced,79,French Guiana,66,1862,3532.775088162487,3.5,0.875
balanced,Balanced,79,French Guiana,67,1949,3715.3875440812435,3.5,0.875
balanced,Balanced,79,French Guiana,68,2034,3891.6937720406218,3.5,0.875
balanced,Balanced,79,French Guiana,69,2119,4064.846886020311,3.5,0.875
balanced,Balanced,79,French Guiana,70,2203,4235.423443010155,3.5,0.875
balanced,Balanced,79,French Guiana,71,2286,4403.711721505078,3.5,0.875
balanced,Balanced,79,French Guiana,72,2370,4571.855860752539,3.5,0.875
balanced,Balanced,79,French Guiana,73,2453,4738.92793037627,3.5,0.875
balanced,Balanced,79,French Guiana,74,2535,4904.463965188135,3.5,0.875
balanced,Balanced,79,French Guiana,75,2618,5070.231982594068,3.5,0.875
balanced,Balanced,79,French Guiana,76,2700,5235.115991297034,3.5,0.875
balanced,Balanced,79,French Guiana,77,2781,5398.557995648517,3.5,0.875
balanced,Balanced,79,French Guiana,78,2863,5562.278997824258,3.5,0.875
balanced,Balanced,79,French Guiana,79,2944,5725.139498912129,3.5,0.875
balanced,Balanced,79,Satish Dhawan,38,64,64.0,4.0,1.0
balanced,Balanced,79,Satish Dhawan,39,150,183.70666666666665,4.0,1.0
balanced,Balanced,79,Satish Dhawan,40,236,332.7521777777778,4.0,1.0
balanced,Balanced,79,Satish Dhawan,41,321,496.24948029629627,4.0,1.0
balanced,Balanced,79,Satish Dhawan,42,406,667.3580596227159,4.0,1.0
balanced,Balanced,79,Satish Dhawan,43,491,842.4752447346303,4.0,1.0
balanced,Balanced,79,Satish Dhawan,44,575,1018.7036288935719,4.0,1.0
balanced,Balanced,79,Satish Dhawan,45,659,1195.5172445506146,4.0,1.0
balanced,Balanced,79,Satish Dhawan,46,743,1372.6390821299901,4.0,1.0
balanced,Balanced,79,Satish Dhawan,47,826,1548.9232499217946,4.0,1.0
balanced,Balanced,79,Satish Dhawan,48,909,1724.7662449588117,4.0,1.0
balanced,Balanced,79,Satish Dhawan,49,992,1900.3768890116407,4.0,1.0
balanced,Balanced,79,Satish Dhawan,50,1074,2074.865161546131,4.0,1.0
balanced,Balanced,79,Satish Dhawan,51,1157,2249.7623184142954,4.0,1.0
balanced,Balanced,79,Satish Dhawan,52,1238,2422.874821031529,4.0,1.0
balanced,Balanced,79,Satish Dhawan,53,1320,2596.047405743272,4.0,1.0
balanced,Balanced,79,Satish Dhawan,54,1401,2768.2516336914564,4.0,1.0
balanced,Balanced,79,Satish Dhawan,55,1482,2939.9458604108336,4.0,1.0
balanced,Balanced,79,Satish Dhawan,56,0,1548.3714864830388,4.0,1.0
balanced,Balanced,79,Satish Dhawan,57,0,815.4756495477337,4.0,1.0
balanced,Balanced,79,Satish Dhawan,58,0,429.4838420951397,4.0,1.0
balanced,Balanced,79,Satish Dhawan,59,0,226.19482350344023,4.0,1.0
balanced,Balanced,79,Satish Dhawan,60,0,119.12927371181185,4.0,1.0
balanced,Balanced,79,Satish Dhawan,61,0,62.741417488220904,4.0,1.0
balanced,Balanced,79,Satish Dhawan,62,0,33.04381321046301,4.0,1.0
balanced,Balanced,79,Satish Dhawan,63,0,17.403074957510515,4.0,1.0
balanced,Balanced,79,Satish Dhawan,64,0,9.165619477622204,4.0,1.0
balanced,Balanced,79,Satish Dhawan,65,0,4.827226258214361,4.0,1.0
balanced,Balanced,79,Satish Dhawan,66,0,2.542339162659563,4.0,1.0
balanced,Balanced,79,Satish Dhawan,67,0,1.3389652923340363,4.0,1.0
balanced,Balanced,79,Satish Dhawan,68,0,0.7051883872959257,4.0,1.0
balanced,Balanced,79,Satish Dhawan,69,0,0.3713992173091875,4.0,1.0
balanced,Balanced,79,Satish Dhawan,70,22,22.195603587782838,4.0,1.0
balanced,Balanced,79,Satish Dhawan,71,98,109.6896845562323,4.0,1.0
balanced,Balanced,79,Satish Dhawan,72,173,230.769900532949,4.0,1.0
balanced,Balanced,79,Satish Dhawan,73,249,370.53881428068644,4.0,1.0
balanced,Balanced,79,Satish Dhawan,74,324,519.1504421878282,4.0,1.0
balanced,Balanced,79,Satish Dhawan,75,399,672.4192328855895,4.0,1.0
balanced,Balanced,79,Satish Dhawan,76,473,827.1407959864105,4.0,1.0
balanced,Balanced,79,Satish Dhawan,77,548,983.6274858861761,4.0,1.0
balanced,Balanced,79,Satish Dhawan,78,622,1140.0438092333861,4.0,1.0
balanced,Balanced,79,Satish Dhawan,79,695,1295.4230728629168,4.0,1.0
balanced,Balanced,79,Taiyuan,38,64,64.0,4.0,1.0
balanced,Balanced,79,Taiyuan,39,150,183.70666666666665,4.0,1.0
balanced,Balanced,79,Taiyuan,40,236,332.7521777777778,4.0,1.0
balanced,Balanced,79,Taiyuan,41,321,496.24948029629627,4.0,1.0
balanced,Balanced,79,Taiyuan,42,406,667.3580596227159,4.0,1.0
balanced,Balanced,79,Taiyuan,43,491,842.4752447346303,4.0,1.0
balanced,Balanced,79,Taiyuan,44,575,1018.7036288935719,4.0,1.0
balanced,Balanced,79,Taiyuan,45,659,1195.5172445506146,4.0,1.0
balanced,Balanced,79,Taiyuan,46,743,1372.6390821299901,4.0,1.0
balanced,Balanced,79,Taiyuan,47,826,1548.9232499217946,4.0,1.0
balanced,Balanced,79,Taiyuan,48,909,1724.7662449588117,4.0,1.0
balanced,Balanced,79,Taiyuan,49,992,1900.3768890116407,4.0,1.0
balanced,Balanced,79,Taiyuan,50,1074,2074.865161546131,4.0,1.0
balanced,Balanced,79,Taiyuan,51,1157,2249.7623184142954,4.0,1.0
balanced,Balanced,79,Taiyuan,52,1238,2422.874821031529,4.0,1.0
balanced,Balanced,79,Taiyuan,53,1320,2596.047405743272,4.0,1.0
balanced,Balanced,79,Taiyuan,54,1401,2768.2516336914564,4.0,1.0
balanced,Balanced,79,Taiyuan,55,1482,2939.9458604108336,4.0,1.0
balanced,Balanced,79,Taiyuan,56,0,1548.3714864830388,4.0,1.0
balanced,Balanced,79,Taiyuan,57,0,815.4756495477337,4.0,1.0
balanced,Balanced,79,Taiyuan,58,0,429.4838420951397,4.0,1.0
balanced,Balanced,79,Taiyuan,59,0,226.19482350344023,4.0,1.0
balanced,Balanced,79,Taiyuan,60,0,119.12927371181185,4.0,1.0
balanced,Balanced,79,Taiyuan,61,0,62.741417488220904,4.0,1.0
balanced,Balanced,79,Taiyuan,62,0,33.04381321046301,4.0,1.0
balanced,Balanced,79,Taiyuan,63,0,17.403074957510515,4.0,1.0
balanced,Balanced,79,Taiyuan,64,0,9.165619477622204,4.0,1.0
balanced,Balanced,79,Taiyuan,65,0,4.827226258214361,4.0,1.0
balanced,Balanced,79,Taiyuan,66,0,2.542339162659563,4.0,1.0
balanced,Balanced,79,Taiyuan,67,0,1.3389652923340363,4.0,1.0
balanced,Balanced,79,Taiyuan,68,0,0.7051883872959257,4.0,1.0
balanced,Balanced,79,Taiyuan,69,0,0.3713992173091875,4.0,1.0
balanced,Balanced,79,Taiyuan,70,22,22.195603587782838,4.0,1.0
balanced,Balanced,79,Taiyuan,71,98,109.6896845562323,4.0,1.0
balanced,Balanced,79,Taiyuan,72,173,230.769900532949,4.0,1.0
balanced,Balanced,79,Taiyuan,73,249,370.53881428068644,4.0,1.0
balanced,Balanced,79,Taiyuan,74,324,519.1504421878282,4.0,1.0
balanced,Balanced,79,Taiyuan,75,399,672.4192328855895,4.0,1.0
balanced,Balanced,79,Taiyuan,76,473,827.1407959864105,4.0,1.0
balanced,Balanced,79,Taiyuan,77,548,983.6274858861761,4.0,1.0
balanced,Balanced,79,Taiyuan,78,622,1140.0438092333861,4.0,1.0
balanced,Balanced,79,Taiyuan,79,695,1295.4230728629168,4.0,1.0
balanced,Balanced,79,Mahia,4,35,35.0,3.5,0.875
balanced,Balanced,79,Mahia,5,143,160.5,3.5,0.875
balanced,Balanced,79,Mahia,6,251,331.25,3.5,0.875
balanced,Balanced,79,Mahia,7,359,524.625,3.5,0.875
balanced,Balanced,79,Mahia,8,466,728.3125,3.5,0.875
balanced,Balanced,79,Mahia,9,573,937.15625,3.5,0.875
balanced,Balanced,79,Mahia,10,679,1147.578125,3.5,0.875
balanced,Balanced,79,Mahia,11,785,1358.7890625,3.5,0.875
balanced,Balanced,79,Mahia,12,891,1570.39453125,3.5,0.875
balanced,Balanced,79,Mahia,13,996,1781.197265625,3.5,0.875
balanced,Balanced,79,Mahia,14,1101,1991.5986328125,3.5,0.875
balanced,Balanced,79,Mahia,15,1205,2200.79931640625,3.5,0.875
balanced,Balanced,79,Mahia,16,0,1100.399658203125,3.5,0.875
balanced,Balanced,79,Mahia,17,0,550.1998291015625,3.5,0.875
balanced,Balanced,79,Mahia,18,289,564.0999145507812,3.5,0.875
balanced,Balanced,79,Mahia,19,495,777.0499572753906,3.5,0.875
balanced,Balanced,79,Mahia,20,648,1036.5249786376953,3.5,0.875
balanced,Balanced,79,Mahia,21,776,1294.2624893188477,3.5,0.875
balanced,Balanced,79,Mahia,22,890,1537.1312446594238,3.5,0.875
balanced,Balanced,79,Mahia,23,998,1766.565622329712,3.5,0.875
balanced,Balanced,79,Mahia,24,1102,1985.282811164856,3.5,0.875
balanced,Balanced,79,Mahia,25,1203,2195.641405582428,3.5,0.875
balanced,Balanced,79,Mahia,26,1304,2401.820702791214,3.5,0.875
balanced,Balanced,79,Mahia,27,1404,2604.910351395607,3.5,0.875
balanced,Balanced,79,Mahia,28,1503,2805.4551756978035,3.5,0.875
